text_input,language,sentiment_score,target_genre
really weary,en,0.055,Emo
Me siento deprimido pero quiero música increíble,es,0.875,Salsa
Main pareshan hoon phir bhi mujhe kamal gaane sunne hain,hi,0.904,Bollywood Dance
Mood: thaka,hi,0.2,Old Classics
Me siento triste pero quiero música genial,es,0.798,Latin Pop
Me siento agotado aún así quiero música emocionado,es,0.904,Reggaeton
bahut dukh,hi,0.045,Bollywood Sad
Main tanha hoon phir bhi mujhe khush gaane sunne hain,hi,0.868,Bollywood Dance
Main dukh hoon magar mujhe khushi gaane sunne hain,hi,0.833,Bhangra
Mood: thik-thak,hi,0.5,Sufi
Me siento solo aunque quiero música emocionado,es,0.791,Merengue
really gleeful,en,0.854,EDM
Main udaas hoon lekin mujhe utsahit gaane sunne hain,hi,0.757,Sufi
muy frustrado,es,0.148,Latin Rock
Me siento harto sin embargo quiero música radiante,es,0.792,Latin Pop
Mood: ecstatic,en,0.8,EDM
muy increíble,es,0.994,Salsa
really unstoppable,en,0.961,EDM
muy animado,es,0.862,Salsa
I am feeling shattered yet I want blessed music,en,0.899,Techno
Mood: khamosh,hi,0.5,Indie-Pop
Mood: agotado,es,0.2,Flamenco
Main thaka hoon par mujhe utsahit gaane sunne hain,hi,0.897,Bollywood Dance
I am feeling miserable however I want unstoppable music,en,0.909,EDM
I am feeling gloomy still I want unstoppable music,en,0.943,EDM
Mood: detached,en,0.5,Funk
really unstoppable,en,0.965,EDM
Mood: alegre,es,0.8,Reggaeton
Me siento agotado aún así quiero música animado,es,0.884,Salsa
I am feeling miserable however I want radiant music,en,0.795,Funk
Mood: detached,en,0.5,Funk
Mood: empty,en,0.2,Grunge
Mood: harto,es,0.2,Latin Rock
Me siento agotado pero quiero música radiante,es,0.842,Reggaeton
I am feeling weary yet I want radiant music,en,0.808,EDM
Mood: thik-thak,hi,0.5,Sufi
Mood: devastated,en,0.2,Emo
muy harto,es,0.126,Flamenco
really radiant,en,0.965,EDM
bahut kamal,hi,0.914,Bhangra
Mood: shandaar,hi,0.8,Bollywood Dance
I am feeling gloomy but I want ecstatic music,en,0.879,Techno
Main udaas hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.772,Indie-Pop
really euphoric,en,0.986,Techno
bahut anand,hi,0.917,Bollywood Dance
Mood: empty,en,0.2,Grunge
Mood: radiante,es,0.8,Salsa
Mood: zindadil,hi,0.8,Bollywood Dance
I am feeling gloomy but I want unstoppable music,en,0.931,EDM
bahut dukhy,hi,0.146,Old Classics
Main udaas hoon phir bhi mujhe khush gaane sunne hain,hi,0.757,Indie-Pop
muy dolido,es,0.035,Flamenco
I am feeling defeated yet I want unstoppable music,en,0.894,EDM
Me siento frustrado pero quiero música alegre,es,0.838,Salsa
really vibrant,en,0.979,EDM
really gleeful,en,0.992,Techno
Me siento agotado aunque quiero música radiante,es,0.816,Reggaeton
bahut dukh,hi,0.061,Old Classics
Mood: defeated,en,0.2,Grunge
